id,DayofYeah250_sum,DayofYeah251_sum,DayofYeah63_sum,DayofYeah248_sum,DayofYeah289_median,DayofYeah193_min,DayofYeah295_max,DayofYeah282_max,DayofYeah187_min,DayofYeah9_min,DayofYeah142_median,DayofYeah129_sum
411,24.0,25.6,214.4,184.1,8.0,0.1,5.8,10.0,1.5,1.2,6.9,129.2
412,5.7,0.1,11.24,9.0,2.6,0.2,10.0,6.5,1.6,1.0,2.6,8.01
413,28.7,3.3,0.0,41.11,1.75,0.9,8.3,100.0,1.7,0.01,2.0,6.51
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,1.6,6.1,13.4,15.5,4.6,1.1,0.0,0.03,1.7,0.7,5.95,27.2
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,24.76,24.61,16.04,85.23,3.0,0.01,5.4,4.4,0.01,-1.02,2.9,21.02
427,33.13,15.73,22.02,27.53,0.505,0.7,9.4,7.0,1.4,0.01,2.4,24.5
428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,16.41,3.4,20.01,7.8,1.5,5.0,10.0,5.0,0.4,0.01,3.0,17.3
430,11.4,7.1,2.01,30.6,4.8,0.0,5.8,12.2,0.8,0.2,0.0,30.3
431,9.31,19.2,6.6,16.21,1.05,3.6,20.9,7.5,-3.54,0.01,29.8,8.6
434,0.02,4.8,21.61,18.21,4.53,0.0,13.4,17.0,0.0,0.0,9.1,25.71
435,43.2,131.9,19.4,107.0,8.0,0.9,23.6,14.0,1.1,1.0,3.2,20.9
436,6.22,16.22,11.42,15.22,3.2,0.0,3.6,8.6,0.01,3.2,6.0,19.92
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,19.8,0.05,2.9,16.65,3.2,3.0,6.2,4.4,1.0,0.01,1.5,16.2
439,1.4,0.0,11.54,1.0,18.8,2.8,15.3,3.5,2.8,0.8,5.4,0.0
440,0.0,22.51,11.21,8.42,0.01,0.6,0.9,2.5,3.0,10.0,1.2,54.24
441,0.01,0.0,15.13,7.03,4.65,0.0,4.4,100.0,0.13,1.8,6.4,0.0
448,15.31,111.85,6.02,31.7,1.0,0.01,19.3,5.0,0.6,-0.66,4.0,12.13
449,11.0,7.11,12.42,26.01,1.85,0.6,5.5,100.0,2.5,0.01,4.0,130.5
450,16.28,9.2,33.23,219.64,2.0,0.01,10.0,14.0,0.01,0.01,2.55,22.22
451,22.12,17.31,24.03,13.31,4.2,5.4,8.0,5.0,0.1,0.01,2.05,16.9
456,0.0,0.0,13.11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.505,0.0
457,20.2,21.1,8.6,19.9,6.8,1.1,200.0,17.0,3.0,-0.84,4.25,25.98
458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,14.6,7.2,332.4,15.7,2.55,1.5,16.7,3.4,1.0,0.01,2.5,10.7
464,12.7,13.3,14.63,14.0,9.4,1.8,5.6,4.6,0.0,0.0,0.0,5.6
465,18.9,8.1,11.62,6.67,2.2,-1.2,6.0,1.8,0.01,0.01,1.9,10.4
470,14.9,18.21,30.4,24.72,4.65,0.7,5.6,5.1,1.8,0.01,3.95,14.0
471,213.71,8.61,18.6,15.3,3.5,1.5,5.6,200.0,3.0,0.01,4.4,244.11
472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,20.0,34.23,814.83,28.33,3.0,3.0,5.0,5.4,0.7,1.5,1.7,10.19
476,19.1,211.0,17.21,22.55,1.7,0.0,4.6,5.0,0.01,0.01,3.0,8.3
477,15.7,5.11,17.11,10.81,4.4,1.8,8.6,10.0,-3.42,0.01,3.05,11.9
480,15.1,15.8,11.61,15.0,3.9,2.2,300.0,4.6,0.5,0.01,8.0,15.01
481,17.7,19.9,135.8,11.55,1.5,0.5,100.0,200.0,0.5,0.01,5.0,14.76
482,4.84,8.02,20.8,13.44,3.75,1.8,5.6,4.8,2.0,4.0,1.8,14.83
483,61.01,13.03,12.74,18.1,3.0,0.0,30.0,100.0,0.01,1.0,2.7,20.02
490,0.0,0.0,12.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,27.44
491,58.7,70.33,19.14,244.3,4.9,0.0,10.6,8.9,0.5,6.5,6.6,126.95
492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,16.36,17.64,21.7,16.45,3.0,0.0,5.6,8.0,3.9,2.5,3.7,22.4
494,28.0,8.1,0.0,13.7,4.0,0.0,5.5,9.1,4.0,0.0,0.0,0.0
495,25.6,23.53,18.65,11.78,3.7,0.1,4.0,6.6,1.7,0.01,1.5,121.52
496,36.2,41.2,14.1,39.5,3.2,1.2,10.7,12.6,0.5,1.5,4.8,24.8
497,10.6,40.9,13.2,24.4,4.8,1.0,200.0,200.0,0.0,1.5,2.23,4.3
504,28.66,0.0,27.4,71.57,7.6,0.0,12.8,14.3,0.0,0.0,0.0,136.75
505,27.8,222.0,157.82,65.77,7.3,10.0,191.38,100.0,0.0,2.83,7.1,23.6
506,15.21,10.12,13.1,23.09,3.0,0.1,6.0,6.2,0.1,0.01,6.05,215.0
507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,15.8,17.9,13.91,31.2,2.35,0.0,10.7,9.0,0.8,1.3,2.5,21.6
509,22.71,28.81,20.3,41.01,3.45,0.0,13.3,8.0,0.0,3.0,1.95,24.0
510,9.0,6.6,11.7,28.6,9.8,0.0,6.5,0.0,2.5,4.5,4.0,107.1
511,0.0,11.2,32.9,25.3,3.6,1.5,10.5,10.0,0.0,7.0,3.3,15.0
514,13.4,11.3,16.58,20.07,1.0,0.0,10.2,5.0,0.3,0.5,52.5,18.03
515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,12.6,13.75,13.0,15.3,4.7,1.5,5.5,3.0,3.0,3.78,4.7,114.11
517,25.73,15.13,14.12,14.04,1.5,0.0,2.4,5.6,1.0,1.0,4.1,23.22
518,18.93,11.45,7.61,9.8,2.6,0.6,4.5,4.6,0.1,0.2,1.2,13.41
519,18.51,19.21,112.68,14.0,3.0,0.02,5.6,18.2,0.6,0.11,4.6,25.1
520,7.6,15.5,33.55,16.3,5.1,0.0,10.0,8.0,1.5,1.2,4.7,33.3
521,22.5,222.1,23.62,30.4,4.15,0.0,3.6,10.0,0.1,0.01,4.0,20.11
522,7.65,25.7,10.6,24.51,2.5,0.0,9.9,5.1,5.5,1.63,11.2,4.51
523,6.26,11.0,1.0,21.4,2.35,0.35,7.0,5.5,0.6,1.3,8.45,5.9
524,10.1,21.3,21.9,108.6,4.3,-0.78,200.0,6.0,2.9,1.4,3.2,10.5
525,7.1,38.1,30.9,5.5,4.0,1.0,10.6,12.9,1.5,0.3,4.25,90.5
528,10.0,10.8,16.91,26.6,4.9,2.65,5.6,7.0,6.9,5.6,1.2,24.3
529,5.6,11.0,25.4,23.7,6.1,0.6,5.6,2.5,1.1,1.5,7.3,31.6
530,0.0,12.1,27.9,6.8,3.5,5.0,7.0,14.2,1.0,0.0,1.0,27.06
531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,0.0,13.9,21.0,6.5,5.3,0.0,3.7,5.5,0.8,0.01,2.7,27.34
533,0.0,4.5,245.61,4.5,4.95,2.2,4.6,12.0,4.5,1.3,2.65,49.02
534,40.9,2.32,13.5,15.3,2.6,1.0,23.8,5.6,-1.14,0.6,3.1,14.51
535,0.0,0.9,14.21,29.2,2.5,0.0,200.0,5.6,0.0,1.3,3.6,11.3
536,42.6,21.9,14.98,225.3,7.1,-1.14,5.6,1.2,1.2,1.8,4.7,17.4
537,10.0,224.5,16.4,16.9,4.45,1.0,5.0,100.0,3.26,0.6,6.51,79.88
538,66.46,310.4,20.72,265.06,1.765,0.0,14.9,10.0,0.1,0.15,4.15,0.7
539,16.39,12.6,13.43,15.1,1.2,0.1,4.8,5.8,-1.08,-1.08,4.0,12.51
540,230.6,10.6,16.8,28.6,6.3,0.1,14.0,6.1,1.0,1.8,3.0,26.1
542,18.4,12.1,217.9,26.8,4.6,0.4,18.9,7.0,0.5,1.0,4.2,26.5
543,112.8,29.72,18.51,13.22,6.5,0.0,120.0,100.0,8.4,0.4,4.15,38.76
546,133.11,1.62,33.83,15.72,0.655,1.0,10.0,0.01,2.0,0.01,8.25,84.61
547,13.1,7.6,8.0,33.5,1.8,0.0,0.5,8.6,0.0,0.0,2.9,0.0
548,24.7,11.2,18.54,24.4,5.75,3.0,5.5,200.0,2.5,2.9,4.3,23.6
549,310.9,4.8,36.3,10.97,2.2,10.8,6.3,0.0,4.5,1.2,5.0,17.4
552,28.04,13.5,43.82,22.4,5.0,1.4,200.0,4.6,3.0,1.0,3.25,14.52
553,218.0,9.4,26.11,18.69,1.005,0.7,5.6,5.4,0.7,1.3,5.4,16.0
554,6.6,5.75,10.94,7.5,1.225,0.03,5.8,2.6,0.02,0.05,2.33,14.51
555,10.3,12.2,12.75,11.89,3.1,1.15,4.8,5.3,0.8,0.01,1.9,9.61
556,17.6,0.0,8.0,5.6,4.1,3.4,6.7,100.0,25.4,0.7,1.85,0.02
557,37.7,12.2,20.9,38.6,3.0,1.0,14.0,14.0,3.4,0.18,0.0,0.0
560,32.7,223.23,15.37,17.23,4.0,1.1,6.5,300.0,2.6,0.04,1.45,9.98
561,35.16,323.03,19.14,33.23,2.88,12.0,500.0,16.5,3.0,1.5,6.4,56.1
564,7.0,11.2,216.12,15.4,0.8,0.0,200.0,5.0,0.05,1.2,1.6,15.53
565,15.58,9.31,224.73,16.83,1.4,0.4,4.0,4.2,3.0,3.4,0.85,6.31
566,0.0,5.5,15.88,0.01,0.01,0.0,1.8,6.2,0.17,0.8,2.25,49.72
567,16.3,5.5,11.21,5.94,1.34,1.1,13.0,200.0,0.3,1.5,5.0,53.5
568,0.0,0.0,19.78,14.3,3.75,0.1,10.0,10.0,1.1,0.83,0.0,0.8
569,22.9,11.83,21.05,14.81,2.005,0.0,6.3,10.0,0.01,0.01,6.6,9.3
572,27.3,27.8,11.6,19.8,1.6,2.0,8.6,0.0,0.5,0.9,3.0,11.5
573,27.6,14.4,18.3,14.3,4.6,5.0,4.6,6.1,0.83,0.2,3.2,14.1
576,12.7,0.0,10.4,217.7,1.5,2.0,8.6,5.1,0.5,0.0,5.0,4.6
577,12.3,18.4,0.0,15.8,3.6,0.6,5.6,5.6,1.9,0.01,3.0,63.8
580,14.58,40.4,24.81,37.63,6.65,0.0,5.6,10.6,5.0,3.5,6.45,13.5
581,31.1,1.7,0.01,14.6,8.56,0.0,6.0,0.0,20.0,2.6,3.25,117.91
584,10.0,4.71,0.0,214.2,1.8,0.0,4.6,7.6,1.2,0.0,2.1,6.4
585,0.0,0.0,16.6,86.0,8.6,0.0,4.6,10.6,1.8,1.8,2.85,0.0
590,16.0,19.7,11.7,13.0,3.0,2.2,5.3,3.1,2.0,0.02,4.6,13.9
591,12.4,12.83,10.0,79.73,4.3,3.0,5.6,6.5,1.0,0.8,5.5,14.1
596,14.2,125.36,12.0,20.3,3.0,0.0,10.0,8.6,1.2,7.0,5.6,0.0
597,13.3,29.1,18.9,29.8,4.0,1.5,5.6,6.5,0.0,1.8,3.95,11.2
600,7.6,11.53,12.9,13.4,3.0,1.1,5.3,5.0,1.6,2.4,3.1,5.6
601,28.4,27.2,0.0,13.9,5.05,0.0,4.6,20.4,0.2,0.6,5.25,9.7
602,21.06,0.0,14.34,23.84,0.01,13.9,6.6,7.6,1.0,0.01,3.6,37.52
603,22.7,16.51,0.0,218.3,0.03,0.2,8.0,6.0,6.5,1.0,3.0,41.4
606,8.6,12.1,20.64,19.9,1.3,0.0,200.0,5.4,0.7,1.5,1.8,9.5
607,1.2,0.0,35.81,7.4,100.0,1.8,0.0,8.1,2.8,0.01,7.65,1.01
612,30.0,5.0,14.3,14.9,3.35,0.7,7.8,7.8,6.5,0.9,6.2,15.9
613,12.4,27.06,16.11,0.0,1.55,1.1,8.5,5.0,1.1,6.0,7.1,13.1
616,11.2,9.83,6.81,121.7,1.9,0.0,4.0,7.9,0.7,0.01,54.1,23.0
617,10.8,0.0,8.9,21.4,5.0,4.0,10.0,5.5,0.0,2.1,0.0,0.0
622,16.6,8.3,22.47,0.22,5.55,0.1,0.0,10.2,3.0,5.4,7.55,31.82
623,87.01,16.1,24.87,22.49,2.0,1.8,10.3,5.0,0.8,0.01,3.0,30.34
624,28.5,12.46,8.09,4.88,2.53,3.0,4.2,200.0,0.5,1.0,1.3,89.91
625,0.0,0.0,13.41,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.0,10.3
626,1.16,149.03,92.25,15.36,1.065,0.3,5.5,17.4,0.15,0.0,0.815,5.65
627,14.61,1.87,23.5,11.02,0.55,0.0,1.8,3.6,4.4,0.01,2.255,21.72
628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,9.0,16.22,113.86,19.13,2.5,0.02,4.2,2.5,-3.36,4.9,0.8,184.12
632,23.6,315.5,11.31,30.8,3.55,1.2,9.3,6.63,1.2,1.0,7.4,109.1
633,9.1,6.1,10.21,14.4,7.3,13.7,4.5,6.6,4.3,8.0,2.25,11.6
634,14.4,0.8,6.11,1.53,5.45,0.0,9.0,11.0,0.0,0.0,3.2,6.03
635,0.0,0.0,5.1,31.75,9.15,0.0,2.33,6.5,0.0,1.0,3.15,0.0
636,10.6,17.7,1.0,29.7,1.5,1.0,20.0,4.6,1.0,1.6,1.8,10.4
637,5.6,7.6,10.5,8.41,0.9,11.0,5.0,0.9,0.0,0.01,1.75,2.3
639,19.9,26.23,19.92,319.58,4.05,8.5,17.9,10.0,1.8,4.1,2.0,22.91
644,19.53,28.6,34.53,25.0,3.35,0.0,24.0,300.0,0.01,0.8,3.5,37.01
645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,16.61,19.93,17.52,15.23,3.0,0.0,6.5,4.6,0.7,-1.2,3.8,30.7
649,0.0,0.0,19.02,9.22,2.35,0.0,5.0,4.6,0.0,0.01,3.45,30.53
650,13.1,82.1,22.4,11.6,1.23,0.0,4.1,4.6,0.01,1.0,3.4,108.61
651,11.8,16.5,12.8,10.11,2.2,0.8,4.6,5.6,0.9,0.01,3.25,30.61
652,8.01,32.86,36.64,49.23,3.7,1.8,4.6,50.0,1.5,0.02,4.75,20.5
653,0.06,0.0,20.6,15.2,4.35,4.8,6.1,6.0,0.0,0.0,4.0,2.3
656,0.0,0.0,38.85,26.11,1.4,2.0,100.0,5.35,2.0,0.05,3.3,14.77
657,24.52,25.8,11.33,11.81,1.0,6.5,5.0,1.0,0.6,1.0,4.7,8.91
658,11.8,11.7,120.2,0.0,3.8,0.0,6.0,9.9,0.01,-1.2,5.0,110.5
659,23.76,8.6,13.14,115.31,3.25,-3.42,5.0,5.8,1.2,0.01,3.6,11.9
660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,7.8,7.9,10.8,16.7,5.0,0.0,0.0,200.0,0.01,3.6,2.9,20.5
663,0.0,0.0,4.6,6.6,2.2,0.0,4.6,4.6,0.6,3.8,4.6,0.0
666,0.0,0.0,7.6,9.63,4.4,1.6,50.0,20.0,2.2,0.5,15.45,13.3
667,73.31,310.9,21.81,7.81,10.0,1.8,200.0,10.0,0.8,2.6,4.0,25.8
670,25.6,18.86,18.95,15.3,2.8,0.0,4.6,4.6,0.0,-1.14,3.2,13.2
671,17.8,121.6,52.8,150.0,3.2,0.01,200.0,6.5,0.0,0.16,2.7,21.82
672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,21.66,20.8,15.9,15.43,1.55,0.01,14.0,10.0,0.01,0.01,1.8,10.5
674,9.38,1.9,55.7,14.9,2.9,0.0,30.0,5.4,1.0,1.0,4.0,68.2
675,20.4,42.1,29.38,18.56,4.5,0.9,12.0,11.5,0.1,0.8,0.01,4.4
676,15.7,20.53,222.92,11.6,2.6,1.63,5.6,6.0,0.02,4.9,4.0,17.5
677,0.0,8.1,0.02,6.5,6.0,0.0,8.5,26.0,0.0,0.14,0.0,12.0
680,21.84,0.0,17.76,13.26,3.0,0.7,5.0,12.6,0.01,6.6,0.1,12.0
681,44.75,1.0,25.61,17.14,1.2,0.0,10.0,10.0,0.0,0.01,1.8,17.1
688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,0.5,0.3,20.7,10.4,4.0,0.2,100.0,0.0,1.0,5.0,7.25,23.57
690,16.9,25.44,11.7,14.7,2.65,0.0,5.6,5.0,-0.9,0.01,50.3,26.1
691,17.6,25.3,20.91,46.0,1.8,0.6,12.0,20.5,0.0,0.01,1.03,442.9
694,12.83,12.6,9.86,11.7,2.325,0.01,0.01,30.0,0.01,-0.96,1.28,22.3
695,16.26,11.92,12.73,14.03,0.4,0.6,4.6,11.5,0.2,0.01,3.0,19.93
696,17.35,168.62,10.14,29.18,0.45,0.6,9.0,5.5,-0.6,0.01,3.0,18.02
697,0.0,0.0,25.26,0.0,0.0,0.9,0.0,0.0,0.8,0.0,1.7,149.71
698,0.9,21.9,38.4,32.4,4.7,4.5,10.0,5.0,2.9,0.01,2.7,39.3
699,72.63,420.82,14.41,23.21,2.1,0.2,6.5,4.6,1.0,5.6,20.0,22.0
700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,6.3,5.8,18.93,118.9,3.05,2.8,6.0,50.0,3.9,0.1,3.6,13.95
703,15.73,22.0,27.51,16.0,2.9,0.0,4.7,400.0,1.0,0.01,5.6,15.71
704,0.0,124.0,56.43,0.0,2.3,0.0,1.0,12.0,0.0,0.0,25.5,0.0
705,0.0,0.0,18.85,1.6,5.3,0.0,1.0,5.2,1.7,0.0,3.15,0.0
706,3.7,5.6,23.41,7.56,3.8,0.0,3.5,7.5,0.4,0.01,1.8,7.7
707,0.0,13.9,16.84,19.33,1.0,0.5,8.0,5.9,0.1,0.01,3.2,18.31
708,39.61,12.6,57.3,29.1,1.3,0.0,20.0,20.0,0.4,0.5,4.6,37.61
709,43.8,87.75,0.0,12.2,3.1,1.0,30.0,30.0,0.6,0.6,3.9,110.1
712,14.44,12.49,71.64,13.63,0.105,-1.2,7.0,10.2,1.4,0.01,1.865,110.52
713,15.09,1.1,19.07,11.06,0.1,1.0,5.0,6.6,2.6,0.01,2.0,15.84
714,10.0,15.5,21.46,15.0,2.85,0.0,200.0,200.0,3.8,0.0,0.0,0.0
715,6.96,0.5,23.3,4.1,4.5,0.6,4.5,7.0,0.0,2.0,0.0,0.61
716,21.93,19.4,5.31,16.84,3.0,0.2,4.9,4.7,0.2,0.5,2.05,13.05
717,0.63,0.07,0.0,0.04,0.02,0.0,0.9,0.05,0.0,0.08,0.0,0.0
718,0.1,126.22,13.1,14.53,2.15,-1.08,50.0,5.76,0.3,0.8,1.51,213.74
719,12.91,0.81,67.27,22.66,3.6,0.9,12.3,150.0,0.0,0.6,4.5,25.81
720,196.82,6.13,26.47,26.56,3.45,1.5,6.0,5.1,0.7,0.03,4.45,13.4
721,12.82,12.61,18.68,11.13,3.7,0.01,5.6,9.0,0.01,0.08,2.45,15.11
722,0.0,15.98,20.21,42.25,1.95,0.0,0.01,3.5,-6.5,1.0,0.0,0.07
723,0.0,4.8,204.2,23.6,3.95,3.0,200.0,4.8,0.6,2.0,4.8,13.6
724,11.6,16.6,0.0,13.4,4.85,3.0,0.0,3.6,3.0,5.3,3.48,30.1
725,13.6,4.5,21.9,9.0,2.0,0.0,12.6,6.5,0.3,0.05,2.0,29.5
726,15.3,29.9,24.0,0.0,2.75,1.5,7.7,5.4,7.6,1.0,4.9,25.2
727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,14.7,10.21,10.22,7.11,2.0,0.01,5.6,5.6,0.01,0.01,2.0,28.32
733,11.2,15.71,11.71,14.11,4.6,0.5,4.6,5.6,0.1,0.01,4.5,12.61
742,6.6,23.07,32.3,23.9,4.4,0.6,10.0,15.2,0.4,2.5,2.5,1.0
743,2.0,414.34,30.37,21.83,0.32,1.0,10.0,6.1,3.0,0.0,1.2,5.21
744,18.79,11.6,18.93,18.17,1.3,0.0,4.0,4.8,0.3,0.06,0.28,113.62
745,12.6,8.3,22.62,193.27,0.415,0.5,100.0,15.5,0.3,0.11,0.0,18.71
746,116.2,16.2,78.1,19.4,0.35,0.0,6.6,13.5,0.8,1.0,5.6,12.2
747,123.41,9.4,20.8,19.41,3.65,1.0,100.0,10.0,1.0,1.8,4.0,12.03
752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,221.6,46.33,0.0,34.93,0.8,0.0,0.0,14.2,0.05,0.0,0.0,0.0
754,12.2,9.64,11.15,58.3,0.675,0.01,5.8,4.6,0.01,0.01,3.4,12.62
755,61.46,13.34,14.88,12.08,0.8,0.1,50.0,50.0,1.1,0.01,1.7,65.23
756,4.46,13.46,13.81,15.64,1.2,3.9,6.88,4.1,0.01,0.01,4.2,15.5
757,16.01,16.62,15.58,16.62,2.0,0.5,6.1,100.0,0.4,0.01,1.5,19.4
760,0.0,3.46,13.6,6.9,3.6,0.3,5.0,5.4,0.4,0.6,3.0,119.28
761,10.4,34.46,18.84,18.5,1.0,0.2,4.2,6.0,0.6,0.6,2.5,18.28
762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,0.0,0.0,8.5,0.0,4.6,0.83,4.6,4.6,1.63,1.6,5.2,0.0
764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,1.0,19.35,0.0,15.8,0.0,2.2,14.9,0.0,0.6,1.5,6.0,37.6
768,24.53,24.23,16.03,20.8,5.25,0.6,15.0,9.0,0.0,1.8,8.0,16.7
769,8.0,4.8,40.1,38.1,5.55,0.6,6.0,10.6,3.6,2.8,1.5,30.53
770,16.2,1.9,23.51,133.2,5.0,2.0,0.0,2.0,-1.14,0.2,7.3,24.1
771,11.7,5.6,0.0,0.0,4.0,1.0,20.0,0.0,1.0,0.0,4.0,0.0
772,125.6,7.0,40.0,20.8,1.35,0.0,6.6,50.0,0.0,0.0,5.9,70.71
773,108.6,0.42,21.14,152.7,0.0,0.0,0.0,100.0,1.8,0.7,0.0,1214.6
774,13.4,0.0,19.2,12.33,3.75,0.0,4.4,50.0,3.0,0.0,3.25,32.7
775,0.0,0.0,118.44,0.0,4.1,0.8,8.6,5.6,0.0,2.9,2.8,14.8
778,20.28,7.86,13.1,25.99,1.5,0.0,100.0,200.0,0.1,0.1,5.6,23.3
779,14.25,7.75,14.46,10.55,1.0,0.7,7.5,5.4,1.4,0.01,1.05,26.54
780,10.6,17.0,119.1,60.4,3.8,0.0,12.0,100.0,0.01,0.03,2.15,61.83
781,0.0,0.4,25.05,227.38,6.35,0.6,40.0,7.8,0.7,1.0,4.0,11.6
782,20.8,13.8,25.62,26.8,4.55,-1.92,8.4,5.6,1.0,0.0,0.0,13.92
783,0.0,0.0,49.5,11.1,10.6,0.0,100.0,26.0,6.0,1.2,4.4,14.3
784,10.17,9.8,15.54,11.3,4.95,0.0,4.6,4.6,0.6,0.4,5.1,20.2
785,23.4,18.35,17.08,36.73,2.05,0.0,100.0,200.0,-0.22,-1.14,4.6,40.48
786,0.0,220.64,11.7,71.5,4.6,1.0,5.6,8.6,0.7,3.8,3.95,30.0
787,0.0,0.0,13.0,0.0,3.0,0.35,4.6,12.0,5.5,2.1,5.0,19.95
792,32.23,17.93,14.2,14.13,5.4,0.2,5.6,7.3,0.1,0.01,1.0,12.9
793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,1.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,1.0,0.0,0.0,0.0
795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,0.0,7.4,11.9,1.09,1.205,0.0,3.2,4.0,1.0,4.2,1.4,106.9
797,0.0,0.0,28.03,0.0,1.7,1.0,14.2,100.0,1.0,0.01,3.25,40.3
800,5.8,0.16,20.1,0.0,2.6,0.83,10.0,100.0,0.01,1.6,1.15,19.66
801,43.51,1.1,0.01,6.01,1.95,0.0,10.0,200.0,0.0,2.43,3.8,2.43
802,120.3,18.72,0.0,7.2,5.0,0.0,5.0,5.6,1.1,0.7,2.0,25.01
803,2.01,18.1,10.9,7.03,3.0,0.0,100.0,8.0,0.0,0.01,3.02,4.2
806,21.92,13.4,52.35,98.84,3.85,0.02,12.8,11.5,0.3,1.0,0.55,14.54
807,13.6,9.2,38.7,13.5,5.1,0.0,12.5,8.6,0.8,1.1,1.2,12.48
812,21.3,56.3,0.0,40.2,0.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0
813,5.61,19.34,13.4,13.45,0.55,1.0,5.0,5.1,0.01,1.6,4.25,15.4
814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,22.72,8.4,16.77,36.61,3.0,2.0,7.2,9.0,-5.7,0.01,3.5,52.6
816,6.6,28.6,14.2,4.6,4.0,1.5,6.7,6.0,1.0,4.0,1.26,134.4
817,1.1,0.0,0.0,26.0,8.0,0.0,50.0,0.0,1.3,0.0,4.9,0.0
818,17.1,14.5,10.8,10.9,5.4,1.4,7.0,5.0,3.7,0.04,3.5,28.24
819,62.14,7.99,14.87,32.14,8.2,1.5,6.0,6.0,2.6,0.04,4.2,14.8
820,28.3,10.6,20.42,15.0,0.015,0.01,7.6,6.1,0.4,0.01,3.6,33.1
821,0.7,0.02,31.93,145.0,3.0,0.6,200.0,200.0,2.5,0.01,3.45,243.25
822,24.06,14.02,15.32,18.63,8.25,0.01,6.1,1.8,0.01,1.1,1.2,21.3
823,12.71,11.41,8.42,12.62,2.0,0.7,4.0,8.7,0.8,0.01,1.275,0.01
824,119.2,23.7,22.66,18.7,1.4,0.01,200.0,6.6,0.35,0.6,3.0,28.7
826,11.14,18.0,17.6,16.1,0.35,0.3,6.0,7.7,3.5,0.01,3.8,17.71
827,287.11,19.9,12.64,31.91,1.5,0.5,7.0,9.0,0.5,0.01,4.0,237.41
828,8.0,110.8,20.77,22.11,0.975,0.7,4.0,4.0,0.5,0.2,3.3,21.32
829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,12.2,0.0,22.95,10.4,6.0,2.2,8.8,10.0,3.4,0.01,4.05,27.3
838,25.45,21.08,19.1,326.13,1.4,2.0,4.7,5.6,3.4,1.2,2.8,9.97
839,25.49,22.9,15.73,153.43,0.2,4.5,7.5,4.2,-12.0,0.2,3.5,15.2
840,16.66,26.15,67.21,18.03,3.0,0.0,10.0,13.0,0.0,-1.2,2.0,33.81
841,72.81,32.41,41.61,29.91,2.0,0.5,30.0,9.8,1.0,0.1,3.75,31.21
